file_id,gap_index,gap_start_ms,gap_end_ms,gap_ms,gap_sec,prev_speaker,next_speaker,speaker_change,prev_duration_sec,next_duration_sec,prev_text_len,next_text_len,prev_word_count,next_word_count,prev_avg_conf,prev_last_conf,next_avg_conf,prev_is_question,next_is_question,prev_text,next_text
5113,39,218200,221300,3100,3.1,SPEAKER_0,SPEAKER_0,False,0.5,3.105,5,18,1,5,0.801,0.801,0.7918,False,False,짜증나요.,형제 자매는 몇 명이야? 없어요.
5113,54,294870,297970,3100,3.1,SPEAKER_0,SPEAKER_0,False,1.38,1.62,11,13,3,3,0.872,0.655,0.9716666666666667,False,True,요즘에는 매일 그래요,요즘에 행복하다고 느껴?
5113,81,447655,450755,3100,3.1,SPEAKER_0,SPEAKER_0,False,3.86,2.66,39,27,12,7,0.9246666666666666,0.759,0.8945714285714286,True,False,친구가 뭘 할 때 무조건 안된다고 하거나 무조건 하라고 할 때가 있어?,아니요 엄마는 신경도 안 써요. 아빠는 바쁘고요.
5113,99,551775,554875,3100,3.1,SPEAKER_0,SPEAKER_0,False,4.74,3.54,45,35,12,9,0.9749166666666667,0.997,0.9837777777777778,False,True,아빠가 엄마한테 왜 그러냐고 그러는 거 듣기는 했는데 싸우는 것 같지는 않았어요.,평상시에 어른들이 술을 마시고 집에서 무섭게 행동할 때가 많아?
0006,17,76175,79274,3099,3.099,SPEAKER_1,SPEAKER_0,True,1.06,2.421,9,18,2,5,0.999,0.998,0.9976,False,True,엄마가 때려서요.,평소에 화가 나면 어떻게 하나요?
0006,152,703350,706449,3099,3.099,SPEAKER_0,SPEAKER_1,True,2.1,1.541,20,12,6,4,0.9995,0.999,0.976,True,False,몇 번 정도 그런 기억이 떠오르나요?,항상 그런 거 같아요.
0184,101,483410,486509,3099,3.099,SPEAKER_1,SPEAKER_0,True,0.5,3.221,4,27,1,7,0.989,0.989,0.9928571428571429,False,True,아니요.,친구들이 자주 놀리거나 괴롭힌다고 느낀 적 있어?
0379,32,179890,182989,3099,3.099,SPEAKER_1,SPEAKER_0,True,1.3,3.861,10,28,3,7,0.9473333333333334,0.938,0.9724285714285714,False,True,힘든가 보다 해요.,평소에 가정부 아주머니는 어떤 표정을 자주 지으셨?
1136,65,362445,365544,3099,3.099,SPEAKER_0,SPEAKER_1,True,5.7,1.461,49,10,14,3,0.9513571428571429,0.946,0.9696666666666667,True,False,운동회나 창간 수업 또는 학부모 상담 같은 학교 행사가 있으면 어른들이 잘 오는 편이야?,항상 엄마가 와요.
3821,26,148155,151254,3099,3.099,SPEAKER_0,SPEAKER_1,True,2.58,3.461,22,28,6,8,0.9936666666666667,0.962,0.998375,True,False,평소 아버지는 어떤 표정을 자주 짓나요?,아무런 표정이 없고 항상 다른 생각을 하고 있어요.
5113,76,416176,419275,3099,3.099,SPEAKER_0,SPEAKER_0,False,2.341,2.901,21,27,5,8,0.8726,0.962,0.908375,False,True,아니요 엄마는 안와요. 집에만 있어요.,주변 어른들 때문에 기분이 안 좋아진 적이 있어?
5113,97,536180,539279,3099,3.099,SPEAKER_0,SPEAKER_0,False,1.221,4.101,10,36,3,10,0.994,0.995,0.8871,False,True,그런 사람 없어요.,집에서 어른들끼리 소리 지르면서 싸우는 걸 듣거나 본 적이 있어?
5113,118,666220,669319,3099,3.099,SPEAKER_0,SPEAKER_0,False,2.341,0.501,20,4,6,1,0.8733333333333333,0.974,0.691,True,False,친한 친구 중에 가출한 친구가 있어?,아니요.
5194,97,696991,700090,3099,3.099,SPEAKER_0,SPEAKER_0,False,0.501,3.461,3,35,1,10,0.992,0.992,0.843,False,True,성적인,목적으로 나이 신체 보유를 찍어서 다른 사람에게 보낸 적 있어?
1112,94,655580,658675,3095,3.095,SPEAKER_1,SPEAKER_0,True,17.745,4.42,118,29,35,8,0.9550857142857143,0.997,0.9745,False,True,제가 조수석에 앉아 있는데 갑자기 제 입술에다가 자기 입을 갖다 댔어요. 그런 일은 두 번 있었고 다른 한 번은 돈을 만 원 주면서 머리 만지고 볼 잡고 입술을 갖다 댔어요. 저는 싫다고 했는데 억지로 그랬어요.,누가 성적으로 소중한 부위를 아프게 한 적이 있나요?
0004,29,123271,126365,3094,3.094,SPEAKER_1,SPEAKER_0,True,1.861,2.82,19,22,4,6,0.9325,0.873,0.9916666666666667,False,True,모르겠어요. 집에 늦게 들어오세요.,그럼 아버님은 어떤 표정을 자주 지어요?
5113,70,385410,388495,3085,3.085,SPEAKER_0,SPEAKER_0,False,1.62,1.62,11,16,4,6,0.882,0.67,0.937,False,True,네 옷에서 냄새 나요,한 달에 몇 번 정도 그랬어?
0004,70,341950,345025,3075,3.075,SPEAKER_1,SPEAKER_0,True,0.5,5.78,4,37,1,10,0.908,0.908,0.9766,False,True,아니요.,집에서 어른들끼리 소리 지르면서 싸우는 걸 듣거나 본 적이 있어요?
1136,44,243740,246815,3075,3.075,SPEAKER_0,SPEAKER_1,True,3.22,1.86,25,15,8,4,0.881625,0.964,0.974,True,False,요즘 행복한 것 같아 아니면 불행한 것 같아?,나름대로 행복한 것 같아요.
3821,75,469495,472570,3075,3.075,SPEAKER_0,SPEAKER_1,True,3.22,3.3,29,31,8,10,0.978375,0.973,0.9953,True,False,아버지가 학부모 상담 같은 학교 행사에 잘 오시나요?,그런 게 있는지도 모를 거예요. 단 한 번도 안 왔어요.
0006,82,370736,373800,3064,3.064,SPEAKER_1,SPEAKER_0,True,1.621,3.7,12,29,4,7,0.903,1.0,0.9857142857142858,False,True,보통 우는 거 같아요.,부모님이나 선생님 때문에 슬프거나 화난 적이 있나요?
1112,73,489560,492615,3055,3.055,SPEAKER_1,SPEAKER_0,True,0.5,4.5,4,37,1,9,0.861,0.861,0.9942222222222222,False,True,아니요.,인터넷이나 휴대폰을 가지고 노는 시간은 하루에 몇 시간 정도인가요?
0006,55,244785,247830,3045,3.045,SPEAKER_0,SPEAKER_1,True,2.9,1.62,26,14,10,5,0.9505,0.998,0.9974,True,False,일 에서 오 까지 중 몇 점 정도인 거 같나요?,이 정도 되는 거 같아요.
2315,2,10900,13935,3035,3.035,SPEAKER_0,SPEAKER_0,False,1.62,0.5,15,2,4,1,0.948,0.98,0.911,True,False,최근에 다친 적이 있었나요?,네.
2560,14,77775,80810,3035,3.035,SPEAKER_0,SPEAKER_1,True,3.54,3.14,32,26,9,7,0.9824444444444445,0.877,0.974,True,False,평소에 짜증이나 화가 났을 때 어떻게 하면 마음이 풀려요?,맛있는 것도 먹고 친구랑 연락하면 조금 나아요.
2560,43,211600,214635,3035,3.035,SPEAKER_1,SPEAKER_0,True,2.82,1.94,24,16,6,5,0.9855,0.999,0.9966,False,True,교실에서 떠든다고 잔소리 많이 해서 싫어요.,요즘 가장 큰 걱정이 뭐예요?
3696,58,245600,248635,3035,3.035,SPEAKER_1,SPEAKER_0,True,0.5,4.98,4,46,1,13,0.966,0.966,0.9969230769230769,False,True,아니요.,빨래가 되어 있지 않아 더러운 옷을 입어야 한 적이 있나요? 얼마나 자주 그랬나요?
5113,27,152575,155610,3035,3.035,SPEAKER_0,SPEAKER_0,False,1.62,2.34,14,23,5,6,0.9184,0.973,0.9691666666666666,False,True,아니요 잘 자는 것 같아요,평소에 아버지는 어떤 표정을 자주 지우셔?
5113,102,570130,573165,3035,3.035,SPEAKER_0,SPEAKER_0,False,3.78,0.58,34,4,9,2,0.9747777777777777,0.872,0.9015,True,False,친구나 또래가 나를 자주 놀리거나 괴롭힌다고 느낀 적이 있어?,저 왕따
3891,9,52295,55329,3034,3.034,SPEAKER_0,SPEAKER_0,False,0.9,3.701,8,27,2,8,0.9855,0.992,0.925625,False,False,짜증이 났어요.,무엇 때문에 짜증이 나 화가 났어요. 밖에 나가고
5113,77,422176,425210,3034,3.034,SPEAKER_0,SPEAKER_0,False,2.901,1.22,27,9,8,3,0.908375,0.923,0.8623333333333334,True,False,주변 어른들 때문에 기분이 안 좋아진 적이 있어?,네 엄마 때문에요
2560,74,369180,372205,3025,3.025,SPEAKER_0,SPEAKER_1,True,3.701,4.1,31,40,8,13,0.978625,0.997,0.9555384615384616,True,False,부모님이나 선생님 때문에 슬프거나 화가 난 적이 있어요?,엄마가 공부 못하면 사람 취급을 안 하는 것 같아서 화가 난 적 있어요.
2677,65,334540,337565,3025,3.025,SPEAKER_1,SPEAKER_0,True,4.341,3.38,35,25,9,7,0.9681111111111111,0.875,0.9322857142857143,False,False,아빠가 두 시간 정도까진 괜찮다고 했어요. 그 이상은 안된대요.,어른들이 학부모상담 같은 학교 행사에 잘 오셔
2315,73,358145,361169,3024,3.024,SPEAKER_0,SPEAKER_0,False,0.5,4.901,3,51,1,14,0.672,0.672,0.9677857142857142,False,True,아니요,내가 무엇을 하려고 하면 무조건 안 된다고 하거나 하기 싫은데도 하라고 강요할 때가 있나요?
5069,23,117430,120454,3024,3.024,SPEAKER_0,SPEAKER_1,True,2.501,1.541,23,13,6,4,0.9843333333333333,0.975,0.999,True,False,아버지께서 그런 표정을 짓는 이유가 뭘까?,관심이 없는 것 같아요.
0006,23,104595,107615,3020,3.02,SPEAKER_1,SPEAKER_0,True,0.9,2.1,8,16,2,4,0.9995,0.999,0.99425,False,True,몸이 힘들어요.,잠들기 힘들거나 자주 깨나요?
0006,79,355840,358860,3020,3.02,SPEAKER_0,SPEAKER_1,True,2.9,1.38,26,11,7,4,0.9992857142857143,0.996,0.998,True,False,가지고 노는 시간은 하루에 몇 시간 정도인가요?,한 시간도 안 해요.
1112,26,156755,159775,3020,3.02,SPEAKER_1,SPEAKER_0,True,1.061,2.5,9,22,2,6,0.985,0.993,0.948,False,True,실망한 표정이요.,아빠가 그런 표정을 짓는 이유가 뭔가요?
1112,100,695240,698260,3020,3.02,SPEAKER_1,SPEAKER_0,True,0.5,4.66,4,34,1,7,0.378,0.378,0.9757142857142856,False,True,아니요.,내가 싫다는데도 계속해서 연락하거나 따라다니는 사람이 있나요?
1136,52,294230,297250,3020,3.02,SPEAKER_0,SPEAKER_1,True,3.3,0.5,26,4,8,1,0.9915,0.945,0.68,True,False,학교나 학원 끝나고 집에 가면 보통 누가 있어?,엄마요.
1136,99,552095,555115,3020,3.02,SPEAKER_1,SPEAKER_0,True,2.42,3.54,20,31,6,9,0.9421666666666666,0.943,0.953,False,True,저는 원래 꿈을 안 꿔요. 부모님한테,말 안하고서 오랫동안 집 밖으로 나와 있었던 적이 있어?
1786,6,27010,30030,3020,3.02,SPEAKER_0,SPEAKER_0,False,2.1,1.38,18,19,5,5,0.9766,0.997,0.9322,False,True,어제 창문 닫다가 조심하지 않아서,다쳤어요. 무엇을 할 때 즐겁나요?
1786,16,84950,87970,3020,3.02,SPEAKER_0,SPEAKER_0,False,1.78,1.86,18,21,6,7,0.9958333333333333,0.987,0.938,True,False,몇 시에 자고 몇 시에 일어나요?,열 한 시에 다섯 일곱 시에 일어나요.
1786,44,216120,219140,3020,3.02,SPEAKER_0,SPEAKER_0,False,1.7,1.54,14,15,4,4,0.97775,0.915,0.9955,False,True,엄마 때문에 걱정이 돼요.,어떤 이유로 걱정이 되나요?
1786,46,227635,230655,3020,3.02,SPEAKER_0,SPEAKER_0,False,4.34,2.98,39,29,10,8,0.993,0.942,0.9885,False,True,엄마가 막 저한테 신경질 부리고 계속 참견하고 그러지 않았으면 해서요.,걱정 때문에 힘든 느낌이 일주일에 몇 번이나 될까요?
1786,78,404470,407490,3020,3.02,SPEAKER_0,SPEAKER_0,False,8.66,1.7,65,13,18,3,0.9277777777777778,0.824,0.8743333333333334,True,False,"네, 엄마가 화나면 너 이 집에서 나가라고 소리 지를 때가 있어요. 마음이 힘들 때 내 마음을 가족에게 이야기하나요?",아니요 친구한테만 해요.
2315,29,139730,142750,3020,3.02,SPEAKER_0,SPEAKER_0,False,2.021,1.54,23,13,7,4,0.9895714285714285,0.941,0.9745,True,False,그런 표정을 볼 때 나는 기분이 어떤가요?,저도 아빠 보면 좋아요.
2315,35,169760,172780,3020,3.02,SPEAKER_0,SPEAKER_0,False,2.1,1.62,23,17,7,4,0.9878571428571429,0.934,0.9884999999999999,True,False,그런 표정을 볼 때 나는 기분이 어떤가요?,저도 엄마랑 있으면 재미있어요.
2315,50,245210,248230,3020,3.02,SPEAKER_0,SPEAKER_0,False,1.3,1.62,12,18,3,4,0.9466666666666667,0.841,0.9864999999999999,True,False,어떤 이유로 그런가요?,친구들이랑 노는 게 재미있어서요.
2315,71,348625,351645,3020,3.02,SPEAKER_0,SPEAKER_0,False,0.901,3.22,7,31,2,8,0.911,0.824,0.968875,False,True,매번 와주세요,부모님이나 선생님 때문에 슬프거나 화가 난 적이 있나요?
2560,3,20535,23555,3020,3.02,SPEAKER_1,SPEAKER_0,True,4.34,1.381,37,13,9,4,0.9496666666666667,0.974,0.90525,False,True,일주일에 한 번 정도 주말에 엄마랑 이야기했는데 그때부터 아팠어요.,이런 일이 자주 있어요?
2560,30,157380,160400,3020,3.02,SPEAKER_0,SPEAKER_1,True,1.86,1.86,18,17,6,5,0.9738333333333333,0.954,0.9816,True,False,왜 그런 표정을 짓는 것 같아요?,엄마 마음대로 안 되면 그래요.
2560,55,269945,272965,3020,3.02,SPEAKER_0,SPEAKER_1,True,2.1,3.54,17,31,5,7,0.9946,0.996,0.9521428571428572,True,False,왜 패션 유튜버가 되고 싶어요?,제가 친구들을 스타일링을 해주는데 엄청 잘한다고 했어요.
2560,68,338190,341210,3020,3.02,SPEAKER_0,SPEAKER_1,True,1.78,0.98,13,12,4,3,0.98425,1.0,0.9033333333333333,False,False,어른들이 학교 행사에 잘,오세요. 항상 오세요.
3696,89,399480,402500,3020,3.02,SPEAKER_1,SPEAKER_0,True,0.5,3.54,4,33,1,9,0.957,0.957,0.979,False,True,아니요.,가족들끼리 소리 지르면서 싸우는 걸 듣거나 본 적이 있어요?
3821,3,18085,21105,3020,3.02,SPEAKER_1,SPEAKER_0,True,1.06,1.86,10,15,3,4,0.8736666666666667,0.999,0.99625,False,True,아니요 안 아파요.,최근에 다쳤던 적이 있나요?
3891,81,493145,496165,3020,3.02,SPEAKER_0,SPEAKER_1,True,2.82,0.5,29,4,8,1,0.9105,0.833,0.884,True,False,주위 어린이나 가족 중 나를 때렸던 사람이 있었어요?,아니요.
5036,18,79900,82920,3020,3.02,SPEAKER_1,SPEAKER_0,True,0.9,2.5,6,28,2,8,0.999,0.998,0.963,False,True,푸는 방법을,모르겠어요. 평소에 몇 시에 자고 몇 시에 일어나?
5069,43,203875,206895,3020,3.02,SPEAKER_1,SPEAKER_0,True,1.3,2.5,11,23,2,7,0.7849999999999999,0.742,0.8898571428571429,False,True,상냥학에 대해줘서요.,A) 요즘 가장 큰 걱정거리는 어떤 거야?
5069,44,209395,212415,3020,3.02,SPEAKER_0,SPEAKER_0,False,2.5,0.581,23,8,7,2,0.8898571428571429,0.909,0.8500000000000001,True,False,A) 요즘 가장 큰 걱정거리는 어떤 거야?,A) 가족이요.
5069,47,233865,236885,3020,3.02,SPEAKER_0,SPEAKER_1,True,3.06,6.82,30,50,8,13,0.9535,0.772,0.9649230769230769,True,False,걱정거리 때문에 불편한 느낌이 일주일에 몇 번 정도일까,매일요. 매일 집이 더러우니까요. 엄마가 걱정되면서 절 안 봐줘서 짜증도 나고 막 그래요.
5113,31,175045,178065,3020,3.02,SPEAKER_0,SPEAKER_0,False,2.98,2.5,27,21,7,7,0.9685714285714285,0.977,0.9724285714285714,False,True,새벽에 일하고 그러니까 힘들어서 그런 것 같아요.,그 표정을 지을 때 친구 기분은 어때?
5113,60,321690,324710,3020,3.02,SPEAKER_0,SPEAKER_0,False,0.9,1.54,9,13,2,4,0.8935,0.788,0.99275,False,True,저는 야구선수요.,되고 싶은 이유가 있어?
5113,114,645280,648300,3020,3.02,SPEAKER_0,SPEAKER_0,False,3.22,0.5,34,4,9,1,0.9426666666666667,0.905,0.662,True,False,생각하고 싶지 않은데도 자꾸 안 좋은 기억이 떠오른다고 있어?,아니요.
5113,116,655775,658795,3020,3.02,SPEAKER_0,SPEAKER_0,False,3.78,0.98,37,7,10,2,0.9234,0.745,0.875,True,False,어른들 허락이나 말도 없이 집에 오랫동안 나와 있었던 적이 있었어?,가출은 하네요
0216,17,79256,82275,3019,3.019,SPEAKER_1,SPEAKER_0,True,2.181,4.915,15,27,5,8,0.912,0.957,0.92525,False,True,네 꿈을 꿔서 자주 깼어요.,평상시 아버지는 어떤 표정을 자주 짓는 것 같아?
0379,103,604666,607685,3019,3.019,SPEAKER_0,SPEAKER_0,False,3.861,0.5,30,4,8,1,0.99525,0.993,0.995,True,False,친구들이 나를 자주 놀리거나 괴롭힌다고 느낀 적 있어?,없어요.
0379,109,634505,637524,3019,3.019,SPEAKER_0,SPEAKER_0,False,2.741,3.221,16,21,6,6,0.9433333333333334,0.884,0.9818333333333333,True,False,잠잘 때 주로 어떤 꿈을 꿔?,커다란 괴물이 나를 덮치는 꿈을 꿔요.
1136,72,400460,403479,3019,3.019,SPEAKER_1,SPEAKER_0,True,2.261,2.421,25,21,7,5,0.7808571428571429,0.753,0.9506,False,True,나왔어? 네. 집 앞 부리터에 앉아 있었어요.,아빠가 집에서 자가라고 자주 그러시니?
2560,50,245405,248424,3019,3.019,SPEAKER_1,SPEAKER_0,True,2.5,1.221,24,11,6,3,0.998,0.996,0.9856666666666667,False,True,엄마가 힘들게 하긴 하지만 그래도 행복해요.,어떤 점이 행복해요?
2560,99,500056,503075,3019,3.019,SPEAKER_0,SPEAKER_0,False,2.021,3.62,17,36,5,11,0.9678,0.9,0.9608181818181818,False,True,엄마가 제 마음을 몰라줄 때요.,안 좋은 기억 때문에 괴로워서 죽고 싶다는 생각을 한 적 있나요?
3821,42,238780,241799,3019,3.019,SPEAKER_1,SPEAKER_0,True,0.74,2.261,6,21,2,4,0.99,0.98,0.882,False,True,세 명이요.,"담임 선생님을 좋아하나요, 싫어하나요?"
3891,79,481360,484379,3019,3.019,SPEAKER_0,SPEAKER_1,True,2.101,3.221,27,28,7,8,0.9812857142857143,0.9,0.994875,True,False,마음이 힘들 때 누구에게 내 마음을 이야기하나요?,말할 사람 없어요. 삼촌은 저 알아서 하라고 해요.
5113,44,244060,247079,3019,3.019,SPEAKER_0,SPEAKER_0,False,1.22,1.621,9,14,3,3,0.9813333333333333,0.992,0.917,False,True,다 같이 놀아요.,담임 선생님은 좋아하시러?
5113,95,525046,528065,3019,3.019,SPEAKER_0,SPEAKER_0,False,0.501,4.181,4,37,1,8,0.968,0.968,0.992375,False,True,아니요.,친구가 싫다고 하는데도 계속해서 연락하거나 따라다니는 사람이 있어?
0006,45,202420,205435,3015,3.015,SPEAKER_1,SPEAKER_0,True,0.98,1.7,7,13,2,4,0.7685,0.999,0.99925,False,True,"네, 있어요.",왜 걱정되는 것 같나요?
0006,136,626570,629585,3015,3.015,SPEAKER_1,SPEAKER_0,True,0.5,2.261,4,20,1,5,0.954,0.954,0.9954,False,True,아니요.,어떨 때 마음이 복잡하거나 힘든가요?
0216,54,256740,259755,3015,3.015,SPEAKER_0,SPEAKER_0,False,7.7,4.5,56,41,14,10,0.9467142857142857,0.964,0.938,True,True,빨래가 되지 않아서 더럽고 냄새나는 옷을 입는다거나 사이즈가 안맞는 옷이나 신발을 착용한 적이 있어?,없어요. 인터넷이나 휴대폰을 가지고 노는 시간은 하루에 몇 시간 정도일까?
0379,8,44160,47175,3015,3.015,SPEAKER_0,SPEAKER_0,False,3.54,1.7,25,14,8,5,0.89325,0.849,0.8972,True,False,최근 일주일 동안 짜증이나 화가 난 적 있어?,"네, 짜증 난 적 있어요."
0379,69,407945,410960,3015,3.015,SPEAKER_1,SPEAKER_0,True,1.941,5.38,16,38,5,10,0.9598,0.866,0.9514,False,False,다섯 시간 정도인 것 같아요.,인터넷이나 휴대폰 게임을 너무 많이 한다고 어른들이 뭐라고 하지 않아
0379,52,288735,291740,3005,3.005,SPEAKER_1,SPEAKER_1,False,0.58,2.58,4,17,2,5,0.7925,0.747,0.9224,False,False,그 일이,학교에 소문 날까 봐 걱정돼요.
0379,110,640745,643750,3005,3.005,SPEAKER_0,SPEAKER_0,False,3.221,7.14,21,47,6,12,0.9818333333333333,0.973,0.9453333333333334,False,True,커다란 괴물이 나를 덮치는 꿈을 꿔요.,잠들기 힘들고 잠자는 중간에 자주 깼던 이유가 무섭거나 힘들었던 그런 경험 때문이야?
1786,17,89830,92835,3005,3.005,SPEAKER_0,SPEAKER_0,False,1.86,2.1,21,19,7,5,0.938,0.981,0.973,False,True,열 한 시에 다섯 일곱 시에 일어나요.,자고 일어나면 몸 상태는 어떤가요?
2315,36,174400,177405,3005,3.005,SPEAKER_0,SPEAKER_0,False,1.62,1.46,17,10,4,2,0.9884999999999999,0.969,0.9485,False,True,저도 엄마랑 있으면 재미있어요.,형제자매가 있나요?
3242,47,285570,288575,3005,3.005,SPEAKER_0,SPEAKER_1,True,2.58,3.94,21,31,5,8,0.9968,0.993,0.8765000000000001,False,False,이번 일을 겪으면서 걱정이 많아졌네요.,네 그럼 무서운 사람이 담임 선생님이라서 정말 힘들어요.
5113,53,290485,293490,3005,3.005,SPEAKER_0,SPEAKER_0,False,3.14,1.38,31,11,8,3,0.9725,0.844,0.872,True,False,걱정거리 때문에 불편한 느낌이 일주일에 몇 번 정도일까?,요즘에는 매일 그래요
2674,60,333861,336865,3004,3.004,SPEAKER_1,SPEAKER_0,True,3.061,2.74,23,26,5,7,0.9916,0.989,0.9747142857142858,False,True,멋있어요. 제가 가장 존경하는 사람이에요.,집에서 주로 나를 돌봐주는 어른 은 누구인가요?
0379,55,304160,307155,2995,2.995,SPEAKER_1,SPEAKER_0,True,0.9,0.98,8,8,2,2,0.751,0.998,0.9964999999999999,False,False,네. 힘들어요.,요즘 행복하다고
1112,71,477505,480500,2995,2.995,SPEAKER_1,SPEAKER_0,True,0.5,4.18,4,34,1,10,0.9,0.9,0.917,False,True,아니요.,옷이나 신발 사이즈가 작은 걸 입거나 신고 다닌 적이 있나요?
2315,10,49195,52190,2995,2.995,SPEAKER_0,SPEAKER_0,False,2.5,2.42,24,24,6,9,0.9891666666666666,0.994,0.9,False,False,귀여운 물건들이 많아서 볼 것들이 많거든요.,최근 일 주일 동안 짜증이 나 화가 난 적이
3696,71,325610,328605,2995,2.995,SPEAKER_0,SPEAKER_1,True,2.58,1.94,28,15,8,4,0.950125,0.617,0.99775,True,False,마음이 힘들 때 가족에게 내 마음을 이야기 하나요?,가끔 엄마한테 말하긴 해요.
2560,24,128015,131009,2994,2.994,SPEAKER_0,SPEAKER_1,True,1.86,1.541,18,14,6,3,0.8653333333333333,0.656,0.9973333333333333,True,False,왜 그런 표정을 짓는 거 같아요?,저한테 엄격하게 대하세요.
0379,114,676240,679225,2985,2.985,SPEAKER_1,SPEAKER_0,True,2.66,3.22,22,22,7,7,0.9262857142857143,0.975,0.9321428571428572,False,True,하루에 한 번은 생각이 나는 것 같아요.,이런 싫은 기억이 떠오를 때 어떻게 해?
0379,104,608185,611160,2975,2.975,SPEAKER_0,SPEAKER_0,False,0.5,2.18,4,19,1,5,0.995,0.995,0.9976,False,True,없어요.,어떨 때 마음이 복잡하거나 힘들어?
0379,58,317896,320870,2974,2.974,SPEAKER_0,SPEAKER_1,True,1.141,7.86,8,51,3,13,0.9983333333333333,0.999,0.9383846153846154,False,False,왜 그렇게 느껴,그냥 불안해요. 그때 일이 엄마나 아빠 귀에 들어가면 어떡하지? 이런 생각 때문에 무서워요.
3821,32,181625,184599,2974,2.974,SPEAKER_0,SPEAKER_1,True,1.62,7.781,13,58,3,16,0.9883333333333333,1.0,0.9465625,True,False,혹시 형제자매가 있어요?,네. 저까지 네 명이에요. 바로 아래는 남동생 그리고 여동생이 두 명 있어요. 막내는 이제 세 살이에요.
0184,93,445565,448530,2965,2.965,SPEAKER_1,SPEAKER_0,True,1.46,3.7,10,27,3,7,0.9803333333333333,0.951,0.9967142857142857,False,True,피시방은 안 가요.,부모님이나 선생님 때문에 화나거나 슬픈 적 있어?
3891,11,63670,66635,2965,2.965,SPEAKER_1,SPEAKER_0,True,2.181,3.22,19,32,5,9,0.9448,0.916,0.9328888888888889,False,True,"싶은데, 삼촌이 못 나가게 해서요.",본인을 화나게 하거나 짜증 나게 하는 일이 자주 일어나요?
0004,55,248666,251630,2964,2.964,SPEAKER_0,SPEAKER_1,True,3.701,0.5,24,4,6,1,0.9818333333333333,0.924,0.99,True,False,집에서 주로 나를 돌봐주는 어른은 누구예요?,엄마요.
0005,44,209635,212590,2955,2.955,SPEAKER_1,SPEAKER_0,True,3.22,2.02,28,17,7,5,0.8964285714285715,0.881,0.9508,False,True,저한테 신경을 많이 써주시고 친절하게 말해 주거든요,요즘 제일 걱정되는 게 뭐예요?
1786,42,206825,209780,2955,2.955,SPEAKER_0,SPEAKER_0,False,4.66,2.02,41,18,11,5,0.8904545454545455,0.97,0.9982,False,True,다른 애들한테는 무관심하고 학부모 애 하는 엄마 애들만 챙기는 것 같아서요,요즘 가장 큰 걱정은 무엇인가요?
2560,100,506695,509650,2955,2.955,SPEAKER_0,SPEAKER_1,True,3.62,1.78,36,18,11,5,0.9608181818181818,0.889,0.897,True,False,안 좋은 기억 때문에 괴로워서 죽고 싶다는 생각을 한 적 있나요?,아니요. 그런 생각은 안 했어요.
2674,52,290195,293150,2955,2.955,SPEAKER_1,SPEAKER_0,True,3.06,2.66,24,24,7,7,0.9628571428571429,0.977,0.9794285714285714,False,True,일주일에 세 번 이상 눈치 보이고 불편해요.,"요즘 행복한 것 같아요, 불행한 것 같아요?"
2677,52,264875,267830,2955,2.955,SPEAKER_1,SPEAKER_1,False,3.3,2.58,27,23,8,7,0.9396249999999999,0.979,0.9741428571428572,False,False,딱히 생각해 본 적 없어요. 아직 잘 모르겠어요.,집에서 주로 나를 돌봐주는 어른 은 누구야
3242,31,186355,189310,2955,2.955,SPEAKER_0,SPEAKER_1,True,3.22,3.38,26,28,8,6,0.9655,0.985,0.9708333333333333,True,False,왜 시설 선생님이 그런 표정을 짓는 거 같아요?,제가 학교에서 다쳐서 왔으니까요. 너무 걱정된대요.
3821,51,283105,286060,2955,2.955,SPEAKER_0,SPEAKER_1,True,2.42,10.66,21,84,6,22,0.999,0.996,0.9604090909090909,True,False,어떤 점에서 가장 걱정되는 것 같아요?,집이 점점 더 더러워지고 있고 집 안에 쓰레기도 너무 많아져서 우리가 지내기가 너무 힘들어요. 그리고 제가 학교에 오면 막내를 돌봐줄 사람이 없어서요.
3821,91,585480,588435,2955,2.955,SPEAKER_0,SPEAKER_1,True,7.3,0.9,65,8,18,2,0.9910555555555556,0.999,0.7345,True,False,나의 신체 부위를 사진 영상을 찍어 어디에 올리거나 보낸 적이 있나요? 아니면 누가 그렇게 해달라고 한 적이 있나요?,아니요 없어요.
5113,51,276470,279425,2955,2.955,SPEAKER_0,SPEAKER_0,False,2.1,3.7,19,34,6,10,0.9051666666666667,0.509,0.981,True,False,무엇 때문에 걱정이 되는 것 같아?,청소도 안 하고 밥도 안 하고 그냥 집에서 가만히만 있어서요.
3242,36,213666,216620,2954,2.954,SPEAKER_1,SPEAKER_0,True,1.061,2.34,8,18,2,4,0.8454999999999999,0.743,0.97125,False,True,아니요 없어요.,친구들이랑은 주로 뭐하고 놀아요?
3821,65,383206,386160,2954,2.954,SPEAKER_0,SPEAKER_1,True,2.821,11.22,26,91,8,26,0.967375,0.991,0.9647692307692308,True,False,배가 고픈데 먹을 게 없어서 굶은 적이 있나요?,집에 먹을 것도 없고 집이 너무 더러워서 거의 항상 동생들을 데리고 편의점에 가서 밥을 먹어요. 돈이 떨어지면 밥을 못 사 먹기도 해요. 일주일에 한 번은 그래요.
